Gender,Age,Height(cm),Weight(kg),Body_Fat(%),Fitness_Level,Weekly_Training,Training_Type,Supplement,Supplement_Type,Usage_Period(weeks),Usage_Frequency(times/week),Diet_Type,Weight_Change(kg),Body_Fat_Change(%),Performance_Improvement(%),Satisfaction(1-10)
Male,Under_25,160-170,70,24,Beginner,Less_than_3,Endurance,Multivitamin,Standard,6,4,Regular,-0.4,-0.2,1.4,7.1
Female,25-35,170-180,81,26,Intermediate,Less_than_3,HIIT,Energy_Drink,Sugar_Free,7,5,Regular,-0.1,-0.3,4.3,9.3
Male,Over_35,160-170,74,24,Intermediate,3-5_times,Endurance,Creatine,Monohydrate,8,6,High_Protein,2.6,-0.4,10.2,10
Male,Under_25,170-180,77,20,Intermediate,Less_than_3,Flexibility,BCAA,Whey_Based,6,2,Regular,0.1,-0.4,1.7,6.8
Male,25-35,170-180,73,16,Beginner,3-5_times,HIIT,BCAA,Whey_Based,6,3,Regular,-0.8,-0.4,4.4,8
Female,Under_25,170-180,70,29,Intermediate,3-5_times,HIIT,Whey_Protein,Concentrate,5,5,Low_Carb,1.8,-1.3,5.9,10
Female,Under_25,170-180,80,21,Beginner,3-5_times,Strength_Training,L_Carnitine,Liquid,4,6,Regular,0,-1.5,1.4,9
Male,Under_25,160-170,53,21,Beginner,More_than_5,Strength_Training,Whey_Protein,Hydrolyzed,3,6,Low_Carb,2.9,-0.9,6.9,10
Male,Over_35,160-170,52,25,Advanced,Less_than_3,Endurance,Energy_Drink,Sugar_Free,6,4,High_Protein,-0.3,-0.1,1.5,7.5
Female,25-35,170-180,61,27,Intermediate,3-5_times,Flexibility,Whey_Protein,Concentrate,5,6,Low_Carb,2.2,-0.4,3.4,8.1
Male,Over_35,160-170,57,20,Beginner,3-5_times,Strength_Training,Whey_Protein,Concentrate,8,1,Regular,2.4,-1.2,5.5,10
Male,25-35,170-180,62,26,Intermediate,3-5_times,HIIT,BCAA,Whey_Based,6,4,Vegan,-0.3,-0.6,5,9.8
Male,Under_25,160-170,62,18,Intermediate,More_than_5,Strength_Training,Multivitamin,Standard,7,5,High_Protein,0.8,0,4.4,8.6
Male,Over_35,170-180,71,23,Advanced,3-5_times,Strength_Training,Whey_Protein,Concentrate,7,2,Regular,5.5,-2.4,8.7,10
Male,25-35,170-180,77,16,Intermediate,3-5_times,Strength_Training,BCAA,Whey_Based,7,3,Regular,0.5,-0.4,3.9,8.3
Female,25-35,150-160,51,28,Intermediate,3-5_times,HIIT,Whey_Protein,Isolate,8,4,Regular,1.9,-1.9,6.2,10
Female,Over_35,160-170,62,33,Beginner,3-5_times,HIIT,Whey_Protein,Concentrate,6,3,Low_Carb,0,-0.9,5,9.4
Female,Under_25,170-180,79,21,Beginner,3-5_times,Strength_Training,Creatine,Monohydrate,7,7,Regular,3.5,0.1,8.1,10
Male,25-35,180-190,82,22,Advanced,More_than_5,Strength_Training,Fish_Oil,Deep_Sea,8,7,High_Protein,0,-1.6,1.6,7.8
Male,Under_25,160-170,56,21,Beginner,3-5_times,HIIT,Whey_Protein,Isolate,6,5,Vegan,0.7,-1.1,2.8,9.6
Female,25-35,Above_190,106,31,Beginner,Less_than_3,Strength_Training,Fish_Oil,Deep_Sea,3,1,High_Protein,0.4,-0.3,0.4,7.1
Female,25-35,170-180,61,31,Intermediate,More_than_5,Strength_Training,Whey_Protein,Concentrate,3,5,Regular,7.4,-2.2,6.3,10
Female,25-35,160-170,67,23,Beginner,3-5_times,Endurance,Creatine,HCL,4,1,Regular,1.5,-0.2,5,10
Male,Under_25,180-190,73,23,Intermediate,3-5_times,HIIT,Creatine,Monohydrate,8,4,Regular,2.8,-0.3,10.1,10
Female,25-35,160-170,52,27,Advanced,3-5_times,Endurance,Energy_Drink,Sugar_Free,4,1,Regular,-0.1,-0.2,3.7,8.4
Male,Under_25,160-170,58,21,Advanced,Less_than_3,Strength_Training,Whey_Protein,Concentrate,6,6,Regular,4.7,-1.1,4.1,10
Male,Under_25,170-180,69,17,Beginner,3-5_times,Flexibility,Whey_Protein,Isolate,5,3,Regular,1.5,-0.7,2,8.8
Male,25-35,160-170,68,23,Intermediate,Less_than_3,HIIT,Pre_Workout,Regular,3,3,Regular,-0.3,-0.3,10,10
Male,Over_35,180-190,73,18,Intermediate,3-5_times,Strength_Training,Whey_Protein,Isolate,7,7,Low_Carb,3.5,-0.8,8.1,10
Male,Under_25,180-190,92,22,Intermediate,3-5_times,Flexibility,BCAA,Whey_Based,3,3,Regular,-0.2,-0.4,1.8,6.6
Male,25-35,180-190,80,20,Intermediate,3-5_times,Flexibility,Creatine,HCL,4,2,High_Protein,2.9,0.2,5.8,10
Female,25-35,170-180,60,29,Intermediate,3-5_times,Flexibility,Creatine,Monohydrate,4,4,Low_Carb,2.1,0,4,10
Male,25-35,160-170,54,19,Intermediate,More_than_5,HIIT,Whey_Protein,Concentrate,8,7,Low_Carb,2.4,-2.3,7.3,10
Female,Over_35,180-190,74,28,Beginner,3-5_times,HIIT,BCAA,Whey_Based,8,7,Low_Carb,-0.4,-0.3,4.1,9.2
Male,25-35,160-170,58,17,Beginner,More_than_5,HIIT,Whey_Protein,Concentrate,4,3,High_Protein,1.1,-1.6,5.5,10
Male,Under_25,160-170,50,23,Advanced,3-5_times,Strength_Training,Whey_Protein,Isolate,8,6,High_Protein,9.4,-2.1,8.4,10
Male,25-35,170-180,76,24,Advanced,Less_than_3,Strength_Training,Fish_Oil,Deep_Sea,3,6,High_Protein,0.7,-0.7,1.5,6.9
Male,Under_25,180-190,76,12,Beginner,3-5_times,Strength_Training,Whey_Protein,Concentrate,7,1,Regular,2.8,-1.6,3.9,10
Male,25-35,160-170,55,21,Beginner,3-5_times,HIIT,Whey_Protein,Concentrate,4,3,High_Protein,0.5,-1.5,4.8,10
Female,Under_25,170-180,81,24,Intermediate,Less_than_3,Endurance,Creatine,Monohydrate,7,4,Regular,1.1,-0.2,5.9,10
Male,Over_35,Above_190,103,24,Beginner,3-5_times,HIIT,BCAA,Whey_Based,3,3,High_Protein,-0.3,-0.5,5.5,9.7
Male,Under_25,180-190,89,20,Intermediate,Less_than_3,Strength_Training,Energy_Drink,Sugar_Free,4,2,Regular,0.2,-0.1,3.6,7.9
Male,25-35,170-180,71,26,Beginner,3-5_times,Endurance,Pre_Workout,Regular,3,2,Regular,-0.4,-0.2,8.5,10
Male,Over_35,170-180,70,26,Advanced,Less_than_3,Strength_Training,Creatine,Monohydrate,4,7,Regular,4.9,-0.1,11.6,10
Female,Under_25,170-180,68,28,Beginner,3-5_times,Strength_Training,Whey_Protein,Concentrate,6,1,Regular,2.3,-1.1,3,9.5
Male,Under_25,150-160,52,19,Intermediate,More_than_5,HIIT,BCAA,Whey_Based,4,6,Regular,-0.5,-0.8,6.8,10
Female,Under_25,170-180,66,27,Intermediate,More_than_5,Strength_Training,Whey_Protein,Isolate,7,1,High_Protein,8.5,-1.6,8.6,10
Male,Under_25,170-180,66,19,Beginner,3-5_times,Strength_Training,Energy_Drink,Sugar_Free,3,3,Vegan,0.7,0,3.8,9.1
Male,Under_25,170-180,62,12,Beginner,More_than_5,Strength_Training,Whey_Protein,Concentrate,7,5,Regular,5,-1.7,5.9,10
Male,Under_25,170-180,71,15,Intermediate,Less_than_3,Endurance,Creatine,Monohydrate,6,2,Low_Carb,1.1,-0.1,5.5,10
Male,25-35,180-190,91,26,Intermediate,Less_than_3,HIIT,BCAA,Whey_Based,6,2,Regular,-0.1,-0.4,3.3,8.4
Female,Under_25,Above_190,104,26,Advanced,More_than_5,Endurance,Creatine,Monohydrate,8,4,High_Protein,2.9,-0.3,16.5,10
Female,Over_35,180-190,71,27,Beginner,3-5_times,Flexibility,Fish_Oil,Deep_Sea,3,7,Regular,0.5,-0.4,0.4,7.5
Female,Over_35,170-180,74,28,Intermediate,3-5_times,Endurance,Multivitamin,Sport_Enhanced,3,5,Regular,-0.3,-0.3,4.6,6.7
Male,Under_25,170-180,82,23,Intermediate,3-5_times,Strength_Training,Creatine,Monohydrate,4,5,Regular,5.6,-0.1,13.3,10
Female,25-35,Above_190,99,30,Intermediate,3-5_times,HIIT,Creatine,Monohydrate,6,7,Regular,3,-0.1,10.3,10
Female,Under_25,170-180,75,23,Beginner,3-5_times,Endurance,Fish_Oil,Deep_Sea,5,5,Low_Carb,-0.3,-0.7,3.1,7.7
Male,Over_35,Above_190,104,24,Intermediate,3-5_times,Strength_Training,Whey_Protein,Concentrate,7,7,Low_Carb,3.9,-1,4.8,10
Male,Over_35,170-180,83,25,Intermediate,Less_than_3,Strength_Training,Whey_Protein,Isolate,6,2,Low_Carb,3.1,-1,4.6,10
Male,Under_25,170-180,70,16,Beginner,More_than_5,Strength_Training,Creatine,HCL,5,5,Regular,4.9,0.1,11,10
Male,Under_25,170-180,75,21,Beginner,Less_than_3,HIIT,Whey_Protein,Isolate,5,2,Regular,0.1,-0.7,3.1,8.6
Male,25-35,170-180,69,24,Intermediate,3-5_times,Strength_Training,Fish_Oil,Deep_Sea,7,2,Regular,0.2,-0.9,1,6.6
Male,Under_25,170-180,67,20,Beginner,Less_than_3,Strength_Training,Creatine,Monohydrate,3,2,High_Protein,4.3,0.1,7.7,10
Male,Over_35,160-170,53,20,Intermediate,3-5_times,HIIT,Fish_Oil,Deep_Sea,8,7,Regular,-0.2,-1.6,3.1,7.8
Female,Over_35,160-170,72,23,Advanced,3-5_times,Endurance,Whey_Protein,Isolate,5,1,High_Protein,1.4,-1,6.7,10
Female,25-35,160-170,51,30,Intermediate,3-5_times,Flexibility,Creatine,Monohydrate,5,4,High_Protein,3.1,0,5.7,10
Male,Under_25,160-170,59,19,Beginner,3-5_times,Endurance,Fish_Oil,Deep_Sea,4,4,Regular,0,-1.1,1.9,8.7
Male,Under_25,170-180,78,13,Intermediate,Less_than_3,Endurance,Whey_Protein,Concentrate,4,7,Regular,0.9,-0.5,3.4,9.6
Female,Under_25,180-190,91,27,Beginner,Less_than_3,Strength_Training,BCAA,Whey_Based,5,4,Regular,0.6,-0.3,2.9,8.1
Male,25-35,160-170,53,26,Advanced,3-5_times,Strength_Training,Pre_Workout,Regular,8,3,Regular,0.4,0,14.3,10
Female,25-35,160-170,69,31,Beginner,3-5_times,HIIT,Energy_Drink,Sugar,7,5,High_Protein,-0.2,-0.1,5.2,8.3
Female,Under_25,170-180,71,20,Intermediate,3-5_times,HIIT,BCAA,Whey_Based,3,4,Regular,-0.5,-0.6,4.5,9.6
Female,Under_25,170-180,60,25,Intermediate,3-5_times,Flexibility,Fish_Oil,Deep_Sea,6,3,High_Protein,0.1,-0.5,1.4,6.5
Male,Under_25,180-190,83,14,Beginner,More_than_5,Strength_Training,Creatine,HCL,8,3,Low_Carb,3.1,0,11,10
Male,Over_35,180-190,74,23,Advanced,Less_than_3,HIIT,Whey_Protein,Isolate,8,7,High_Protein,1.4,-2.4,5.4,10
Male,25-35,170-180,82,25,Intermediate,Less_than_3,Endurance,Fish_Oil,Deep_Sea,5,2,Low_Carb,-0.4,-0.8,2.3,7.6
Male,Under_25,170-180,77,15,Beginner,More_than_5,HIIT,Creatine,HCL,7,3,High_Protein,2.9,-0.3,9.4,10
Female,Under_25,170-180,80,19,Advanced,3-5_times,HIIT,Creatine,Monohydrate,6,7,Regular,3.7,-0.3,12.2,10
Male,Under_25,150-160,53,19,Intermediate,3-5_times,Strength_Training,Pre_Workout,Regular,6,6,Regular,0.1,-0.1,12.9,10
Male,25-35,170-180,83,21,Intermediate,3-5_times,Strength_Training,Creatine,Monohydrate,7,3,High_Protein,8.2,0,15.1,10
Female,Under_25,170-180,65,18,Intermediate,3-5_times,HIIT,Energy_Drink,Sugar,3,7,Regular,-0.4,0,6.1,9
Male,Under_25,160-170,61,16,Intermediate,3-5_times,Flexibility,Creatine,Monohydrate,6,2,High_Protein,2.2,0,4.1,9.4
Male,Under_25,180-190,93,20,Beginner,3-5_times,HIIT,Whey_Protein,Concentrate,8,1,Low_Carb,1.1,-1,3.4,9
Female,Under_25,170-180,65,29,Intermediate,3-5_times,Endurance,Whey_Protein,Isolate,3,4,Regular,2.3,-1.2,4.5,10
Male,Under_25,Above_190,91,12,Advanced,3-5_times,HIIT,Whey_Protein,Concentrate,7,3,High_Protein,1.9,-1.9,6.6,10
Male,Under_25,180-190,83,17,Advanced,3-5_times,Flexibility,Whey_Protein,Concentrate,7,2,High_Protein,2.9,-1.2,5,10
Female,Under_25,160-170,65,29,Beginner,Less_than_3,Endurance,Whey_Protein,Concentrate,7,5,Regular,1.1,-0.6,2.5,8.4
Male,25-35,150-160,59,21,Intermediate,Less_than_3,HIIT,Whey_Protein,Concentrate,7,1,Regular,0.8,-1.2,4.3,10
Male,Over_35,170-180,75,18,Beginner,More_than_5,Strength_Training,Pre_Workout,Regular,5,6,Regular,0.1,0,10.6,10
Male,Under_25,160-170,73,15,Beginner,3-5_times,Strength_Training,Energy_Drink,Sugar_Free,4,6,Regular,-0.1,0,4.1,8.9
Male,25-35,150-160,48,15,Intermediate,More_than_5,Endurance,Whey_Protein,Concentrate,5,5,Regular,3.1,-0.9,8.8,10
Male,Under_25,180-190,88,12,Beginner,Less_than_3,Strength_Training,Whey_Protein,Isolate,7,6,Low_Carb,1.6,-0.5,2.3,10
Male,Under_25,Above_190,97,19,Beginner,Less_than_3,Strength_Training,Creatine,Monohydrate,5,3,High_Protein,2.9,-0.1,6.5,10
Male,Under_25,160-170,58,12,Beginner,3-5_times,Strength_Training,Whey_Protein,Concentrate,4,3,Low_Carb,3.1,-0.9,5.6,10
Male,Under_25,180-190,73,13,Beginner,3-5_times,Flexibility,BCAA,Vegan,5,2,High_Protein,0.3,-0.2,2.2,6.9
Male,25-35,160-170,71,19,Intermediate,Less_than_3,Strength_Training,Creatine,Monohydrate,6,3,High_Protein,3.8,0,7,10
Male,Over_35,160-170,61,24,Beginner,3-5_times,Strength_Training,Creatine,Monohydrate,4,6,Regular,3.6,-0.1,8.1,10
Male,Under_25,160-170,58,18,Beginner,3-5_times,Flexibility,Creatine,Monohydrate,7,4,Low_Carb,1.8,0,3.8,9
Male,Under_25,170-180,69,18,Advanced,3-5_times,Strength_Training,Creatine,HCL,7,4,Low_Carb,6.8,0,14.7,10
Female,Under_25,180-190,78,27,Beginner,3-5_times,Endurance,Whey_Protein,Concentrate,4,1,Low_Carb,0.5,-0.7,3.1,10
Male,Under_25,160-170,71,12,Intermediate,3-5_times,Strength_Training,Whey_Protein,Hydrolyzed,6,5,Regular,6,-1.6,7.2,10
Male,Under_25,180-190,78,21,Intermediate,More_than_5,HIIT,Creatine,Monohydrate,6,5,Regular,2.6,-0.3,15.1,10
Male,Under_25,180-190,82,20,Intermediate,Less_than_3,Strength_Training,BCAA,Vegan,6,5,Regular,0.8,-0.3,4.1,9.3
Male,25-35,180-190,88,22,Advanced,3-5_times,Flexibility,Whey_Protein,Isolate,8,3,High_Protein,2.3,-1.5,4.7,10
Male,Under_25,180-190,73,22,Beginner,Less_than_3,HIIT,BCAA,Vegan,3,7,Regular,0,-0.3,2.7,7.3
Male,Under_25,160-170,57,12,Intermediate,3-5_times,HIIT,Whey_Protein,Isolate,4,6,Low_Carb,1,-1,4.6,10
Female,Under_25,180-190,71,20,Intermediate,3-5_times,Flexibility,Whey_Protein,Isolate,8,7,Regular,2.1,-0.6,2.6,9
Male,Under_25,160-170,56,13,Beginner,3-5_times,Endurance,Energy_Drink,Sugar_Free,3,7,Regular,-0.6,-0.2,1.3,8.2
Male,25-35,160-170,64,25,Beginner,Less_than_3,Strength_Training,BCAA,Whey_Based,5,5,Low_Carb,0.4,-0.2,2.9,8.7
Male,Under_25,180-190,80,19,Advanced,3-5_times,Endurance,Whey_Protein,Isolate,8,4,Regular,3.3,-1.5,8.3,10
Male,Under_25,Above_190,88,20,Intermediate,3-5_times,Endurance,Whey_Protein,Concentrate,4,5,Regular,1.7,-0.9,5.7,10
Male,Under_25,160-170,67,12,Intermediate,3-5_times,Endurance,Whey_Protein,Concentrate,4,2,High_Protein,1.1,-1.3,6.8,10
Female,Under_25,160-170,72,23,Beginner,3-5_times,Strength_Training,Multivitamin,Sport_Enhanced,8,2,High_Protein,0.2,0,1.8,6.7
Male,25-35,160-170,62,26,Intermediate,3-5_times,Strength_Training,Fish_Oil,Deep_Sea,3,2,Regular,0.4,-1.1,1.4,6.7
Male,Under_25,160-170,71,23,Intermediate,Less_than_3,HIIT,Multivitamin,Standard,8,6,High_Protein,-0.2,-0.2,2.7,7.4
Female,Under_25,160-170,71,20,Advanced,3-5_times,Strength_Training,Pre_Workout,Regular,5,1,Low_Carb,0.2,0.1,11.9,10
Male,Under_25,170-180,64,16,Beginner,Less_than_3,HIIT,BCAA,Whey_Based,3,6,Low_Carb,0,-0.1,3.2,7.7
Male,25-35,180-190,92,16,Intermediate,More_than_5,Strength_Training,BCAA,Whey_Based,7,2,Regular,0.4,-0.2,6.2,9.8
Male,25-35,180-190,89,18,Beginner,3-5_times,Endurance,Whey_Protein,Concentrate,6,6,High_Protein,1.3,-0.8,2,8.7
Female,25-35,160-170,73,21,Beginner,3-5_times,Endurance,Creatine,Monohydrate,6,3,Vegan,1.9,-0.2,7.1,10
Male,25-35,170-180,80,22,Beginner,3-5_times,Strength_Training,Whey_Protein,Isolate,5,1,Regular,3.3,-1.9,3.9,10
Female,Under_25,170-180,75,18,Advanced,3-5_times,HIIT,Whey_Protein,Concentrate,8,5,Regular,2.1,-1.9,5.6,10
Female,25-35,160-170,60,29,Beginner,3-5_times,Strength_Training,Creatine,Monohydrate,4,6,High_Protein,4.8,0,9.4,10
Male,Under_25,170-180,66,23,Intermediate,3-5_times,Strength_Training,Creatine,Monohydrate,3,6,Low_Carb,4.4,0,13.2,10
Male,Under_25,160-170,58,24,Advanced,Less_than_3,Strength_Training,BCAA,Whey_Based,4,5,Low_Carb,0.4,-0.3,4.7,9.6
Female,25-35,160-170,60,24,Beginner,3-5_times,Strength_Training,Pre_Workout,Caffeine_Free,4,5,Regular,0.8,0,8.9,10
Male,25-35,170-180,82,20,Intermediate,More_than_5,Endurance,BCAA,Vegan,6,2,High_Protein,-0.4,-0.5,6.8,9.7
Male,25-35,180-190,86,23,Intermediate,3-5_times,Strength_Training,Fish_Oil,Deep_Sea,3,6,Regular,0.5,-0.7,1,7.8
Male,Over_35,170-180,60,20,Intermediate,3-5_times,Strength_Training,BCAA,Whey_Based,7,6,Low_Carb,0.7,-0.2,4.3,9.3
Male,25-35,170-180,65,22,Advanced,3-5_times,Endurance,Creatine,Monohydrate,6,5,Regular,4.3,-0.3,9.9,10
Female,Under_25,160-170,63,19,Beginner,3-5_times,Endurance,Whey_Protein,Hydrolyzed,5,2,Regular,0.9,-0.6,3,9.2
Male,Under_25,170-180,78,14,Intermediate,3-5_times,HIIT,Creatine,Monohydrate,3,3,Regular,1.4,-0.2,9.3,10
Male,Under_25,170-180,80,22,Beginner,More_than_5,Strength_Training,Fish_Oil,Deep_Sea,7,6,High_Protein,0.4,-0.3,1.1,8.4
Female,Under_25,170-180,84,23,Intermediate,More_than_5,Strength_Training,BCAA,Vegan,7,7,High_Protein,1.3,-0.4,7.7,9.9
Male,Under_25,170-180,81,16,Intermediate,3-5_times,Strength_Training,Multivitamin,Standard,4,4,Regular,0,0.1,3,6
Female,Under_25,160-170,67,27,Beginner,3-5_times,Strength_Training,Creatine,Monohydrate,7,2,Regular,4.1,0,8.6,10
Male,Under_25,180-190,80,23,Intermediate,3-5_times,Flexibility,Creatine,HCL,4,3,Regular,2.5,0,4.2,10
Male,25-35,180-190,76,21,Intermediate,More_than_5,Endurance,Creatine,Monohydrate,3,6,Regular,3.6,-0.1,9.8,10
Male,25-35,160-170,71,21,Intermediate,3-5_times,Endurance,BCAA,Whey_Based,3,7,Low_Carb,-0.2,-0.5,4.8,8
Male,Over_35,170-180,65,26,Beginner,3-5_times,HIIT,Creatine,Monohydrate,4,4,Regular,1.2,-0.2,5.1,10
Male,25-35,170-180,73,25,Intermediate,3-5_times,Strength_Training,BCAA,Whey_Based,3,6,Regular,0.7,-0.5,3.9,7.8
Female,Under_25,170-180,60,18,Beginner,3-5_times,Endurance,Pre_Workout,Regular,3,6,High_Protein,0,-0.1,9.2,10
Male,25-35,160-170,57,20,Intermediate,3-5_times,HIIT,Whey_Protein,Isolate,8,6,Low_Carb,0.9,-0.9,5,10
Male,25-35,Above_190,97,24,Intermediate,3-5_times,HIIT,Fish_Oil,Deep_Sea,5,5,High_Protein,-0.5,-1.6,3.1,9.5
Female,Over_35,180-190,92,22,Beginner,3-5_times,Strength_Training,BCAA,Whey_Based,3,7,Regular,0.4,-0.2,3.2,8.8
Female,25-35,170-180,79,20,Intermediate,3-5_times,Endurance,Whey_Protein,Concentrate,6,7,Vegan,2.1,-0.5,3.9,9.1
Female,Under_25,170-180,65,21,Beginner,Less_than_3,Strength_Training,Creatine,Monohydrate,6,3,High_Protein,3.3,0,6.4,10
Female,Under_25,160-170,55,19,Beginner,More_than_5,HIIT,Creatine,HCL,4,3,High_Protein,1.2,-0.2,9.1,10
Female,25-35,170-180,74,25,Intermediate,Less_than_3,Endurance,Creatine,Monohydrate,6,5,Regular,1.3,-0.3,5.2,10
Male,Under_25,170-180,70,24,Intermediate,Less_than_3,Strength_Training,Whey_Protein,Concentrate,3,3,High_Protein,3.9,-1.2,5.9,10
Male,Under_25,170-180,80,20,Beginner,Less_than_3,HIIT,Creatine,Monohydrate,5,5,Regular,0.4,-0.2,5,10
Female,Under_25,160-170,63,21,Intermediate,Less_than_3,Strength_Training,BCAA,Whey_Based,6,6,High_Protein,0.6,-0.2,4.5,8.8
Male,Under_25,180-190,72,15,Beginner,Less_than_3,Flexibility,Energy_Drink,Sugar_Free,7,5,Regular,0,-0.1,1.1,6.4
Male,Over_35,170-180,66,29,Beginner,Less_than_3,Strength_Training,Energy_Drink,Sugar_Free,3,5,Regular,0.3,0.1,2.1,6.9
Male,Over_35,170-180,83,19,Intermediate,More_than_5,Strength_Training,BCAA,Whey_Based,6,3,Regular,1,-0.4,4.8,8.5
Female,Under_25,170-180,65,25,Advanced,More_than_5,HIIT,Creatine,Monohydrate,6,6,High_Protein,3.9,-0.1,19.1,10
Male,Under_25,170-180,78,12,Beginner,3-5_times,Flexibility,Multivitamin,Standard,6,7,Regular,0.2,0.1,1.1,7
Female,Under_25,180-190,92,22,Advanced,Less_than_3,Endurance,Pre_Workout,Regular,5,3,High_Protein,0.1,-0.1,11.9,10
Male,25-35,170-180,64,18,Intermediate,Less_than_3,HIIT,Creatine,Monohydrate,8,6,Vegan,1.5,-0.3,6.1,9.9
Male,25-35,170-180,65,18,Advanced,Less_than_3,Strength_Training,BCAA,Vegan,3,1,Regular,0.3,-0.3,3.6,8.5
Female,25-35,160-170,69,31,Beginner,3-5_times,Strength_Training,BCAA,Whey_Based,8,6,High_Protein,0.8,-0.2,4.4,8.7
Male,25-35,160-170,60,21,Intermediate,3-5_times,Strength_Training,BCAA,Vegan,8,5,Regular,0.6,-0.3,5.8,8.4
Male,25-35,170-180,77,23,Intermediate,3-5_times,Strength_Training,Pre_Workout,Regular,5,7,Regular,0.4,0,13.6,10
Female,25-35,170-180,65,25,Beginner,3-5_times,Endurance,Energy_Drink,Sugar,3,4,Low_Carb,-0.5,0,2.1,8.5
Male,Under_25,170-180,71,13,Intermediate,3-5_times,Endurance,BCAA,Whey_Based,7,6,High_Protein,-0.1,-0.4,7.1,9.8
Female,25-35,Above_190,106,30,Intermediate,Less_than_3,Endurance,Pre_Workout,Caffeine_Free,6,3,Regular,-0.6,-0.2,7.7,10
Male,Over_35,160-170,59,24,Intermediate,3-5_times,Strength_Training,Multivitamin,Standard,5,5,Regular,0.2,0.1,2.4,5.8
Male,25-35,180-190,93,23,Advanced,3-5_times,HIIT,Creatine,Monohydrate,7,6,Regular,3,0,13.6,10
Male,25-35,170-180,64,27,Intermediate,3-5_times,Strength_Training,Whey_Protein,Concentrate,7,4,Regular,4.8,-1.7,5.1,10
Female,25-35,160-170,64,31,Beginner,3-5_times,Strength_Training,BCAA,Whey_Based,4,7,Vegan,0.4,-0.1,3.3,8.4
Female,Under_25,180-190,75,23,Beginner,3-5_times,Strength_Training,Multivitamin,Standard,4,1,Low_Carb,0.4,0,1.5,7.5
Female,25-35,170-180,82,20,Beginner,3-5_times,Strength_Training,Whey_Protein,Concentrate,4,3,Regular,3.8,-0.9,3.8,10
Female,Under_25,170-180,82,23,Intermediate,More_than_5,HIIT,Creatine,Monohydrate,6,4,Regular,3.1,-0.3,13,10
Male,25-35,160-170,56,20,Beginner,Less_than_3,Endurance,Energy_Drink,Sugar_Free,5,6,Regular,-0.5,-0.2,0.7,8.3
Female,25-35,170-180,74,27,Intermediate,3-5_times,HIIT,Creatine,Monohydrate,7,5,High_Protein,2.9,-0.2,10.4,10
Male,Under_25,170-180,84,18,Beginner,3-5_times,Endurance,BCAA,Vegan,4,6,Regular,0.1,-0.4,4.6,9.1
Male,25-35,180-190,74,17,Intermediate,More_than_5,Flexibility,Energy_Drink,Sugar_Free,5,2,Regular,0.2,-0.1,3.3,8.1
Male,25-35,160-170,61,18,Advanced,3-5_times,Strength_Training,Whey_Protein,Concentrate,3,2,Low_Carb,5.2,-1.4,8.9,10
Male,Under_25,150-160,53,23,Beginner,3-5_times,HIIT,BCAA,Whey_Based,5,3,Low_Carb,-0.1,-0.3,4.3,7.9
Male,Over_35,150-160,51,23,Beginner,More_than_5,Strength_Training,Creatine,Monohydrate,4,2,Vegan,4.1,-0.1,12.1,10
Male,Under_25,170-180,70,20,Intermediate,3-5_times,HIIT,Multivitamin,Standard,6,6,Low_Carb,-0.3,-0.2,3.2,7
Male,Over_35,160-170,54,28,Intermediate,3-5_times,Endurance,BCAA,Vegan,5,2,Regular,-0.5,-0.5,5.1,8.4
Female,25-35,170-180,67,31,Intermediate,3-5_times,Endurance,Whey_Protein,Isolate,3,2,High_Protein,1.1,-0.8,6,10
Male,Over_35,170-180,76,28,Intermediate,More_than_5,HIIT,Pre_Workout,Regular,6,6,Low_Carb,-0.1,-0.1,13.8,10
Male,25-35,170-180,80,23,Beginner,Less_than_3,Endurance,Whey_Protein,Concentrate,8,3,Regular,0.7,-0.7,2.3,9.4
Female,Under_25,160-170,55,23,Beginner,Less_than_3,Endurance,BCAA,Vegan,3,7,Regular,-0.6,-0.5,1.2,7.9
Male,25-35,170-180,75,25,Intermediate,Less_than_3,HIIT,Energy_Drink,Sugar_Free,5,6,High_Protein,-0.4,-0.2,3.9,9.1
Female,Under_25,160-170,70,27,Beginner,3-5_times,Strength_Training,Creatine,Monohydrate,4,6,Regular,3.2,0,8.8,10
Male,25-35,170-180,60,24,Beginner,More_than_5,HIIT,Fish_Oil,Deep_Sea,6,4,Low_Carb,-0.4,-0.9,2.2,9
Male,25-35,170-180,61,20,Beginner,3-5_times,Strength_Training,Whey_Protein,Hydrolyzed,6,2,Regular,2.9,-1.3,4.2,10
Male,Under_25,170-180,71,22,Intermediate,3-5_times,Strength_Training,BCAA,Whey_Based,4,6,High_Protein,0.9,-0.3,6.2,10
Female,25-35,170-180,78,23,Intermediate,3-5_times,Flexibility,Whey_Protein,Isolate,8,4,Regular,1.6,-0.9,3,8.7
Male,Under_25,180-190,79,22,Advanced,3-5_times,HIIT,Fish_Oil,Deep_Sea,3,2,Regular,-0.3,-1.8,3.5,8
Male,25-35,180-190,83,18,Intermediate,Less_than_3,HIIT,Energy_Drink,Sugar_Free,6,1,Regular,-0.2,0,4.1,8
Female,25-35,Above_190,89,31,Beginner,More_than_5,Strength_Training,Creatine,HCL,3,4,Regular,4.6,0,9.8,10
Male,Over_35,170-180,65,29,Intermediate,3-5_times,Endurance,Whey_Protein,Concentrate,7,6,Regular,1,-0.5,6.1,10
